code,name,batch,stock,deal,free,mrp,rate,exp,supplier,company
MACAT,ATORMAC 10,KAJ2001A,10,0,0,60.14,42.96,31/12/2022,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS (PROCARE) CV
MACO2,OLMESAR 20,KOH2001A,23,0,0,172,122.86,31/12/2022,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS (PROCARE) CV
SLDUP,DUPHASTON 10MG TAB,KAVA0018,10,0,0,672.51,480.36,1/12/2022,ABBOTT INDIA LIMITED   HYDERABAD,ABBOTT (WH&GI)
KNBF4,BRUFEN 400MG TAB,130808D7,60,0,0,11.39,8.14,1/12/2022,ABBOTT INDIA LIMITED HYDERABAD,ABBOTT-1
KNBF6,BRUFEN 600MG TAB,130851D7,77,0,0,26.33,18.81,1/12/2022,ABBOTT INDIA LIMITED HYDERABAD,ABBOTT-1
KNBF6,BRUFEN 600MG TAB,130853D7,30,0,0,26.33,18.81,1/12/2022,ABBOTT INDIA LIMITED HYDERABAD,ABBOTT-1
KNCPS,CREMAFFIN PINK SYR(M.F),CFB0003,60,0,0,191.84,137.03,1/12/2022,ABBOTT INDIA LIMITED HYDERABAD,ABBOTT (GASTROCARE)
KNCFP,CREMAFFIN PLUS SYR,130560D7,23,0,0,203.41,145.29,1/12/2022,ABBOTT INDIA LIMITED HYDERABAD,ABBOTT (GASTROCARE)
KNDMX,DIGENE MIX FRUIT TAB,130202D7,224,9,1,18.15,12.96,1/12/2022,ABBOTT INDIA LIMITED HYDERABAD,ABBOTT (CONSUMER CARE)
KNDMX,DIGENE MIX FRUIT TAB,130202D7,100,9,1,18.15,12.96,1/12/2022,ABBOTT INDIA LIMITED HYDERABAD,ABBOTT (CONSUMER CARE)
SLDUP,DUPHASTON 10MG TAB,KAVA0008,10,0,0,672.51,480.36,1/12/2022,ABBOTT INDIA LIMITED HYDERABAD,ABBOTT (WH&GI)
ICID4,INDERAL 40MG TAB,INB0002,40,0,0,45.28,32.34,1/12/2022,ABBOTT INDIA LIMITED HYDERABAD,ABBOTT (NEUROLIFE)
KLPT2,PROTHIADEN 25MG TAB,ADF0009,1,0,0,121.55,86.82,1/12/2022,ABBOTT INDIA LIMITED HYDERABAD,ABBOTT (NEUROLIFE)
KLPT7,PROTHIADEN 75MG TAB,ADF0014,30,0,0,253.33,180.95,1/12/2022,ABBOTT INDIA LIMITED HYDERABAD,ABBOTT (NEUROLIFE)
KLZLF,ZOLEFRESH 10MG TAB,ADF0008,8,0,0,138.72,99.09,1/12/2022,ABBOTT INDIA LIMITED HYDERABAD,ABBOTT-1
KLZLF,ZOLEFRESH 10MG TAB,ADF0033,30,0,0,138.72,99.09,1/12/2022,ABBOTT INDIA LIMITED HYDERABAD,ABBOTT-1
KLZLF,ZOLEFRESH 10MG TAB,ADF0039,10,0,0,138.72,99.09,1/12/2022,ABBOTT INDIA LIMITED HYDERABAD,ABBOTT-1
KLZF5,ZOLEFRESH 5MG TAB,ADF0044,30,0,0,88.33,63.09,1/12/2022,ABBOTT INDIA LIMITED HYDERABAD,ABBOTT-1
DBULS,ULGEL LIQ(SAUNF),2008000049,128,11,1,109.8,78.43,1/12/2022,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,ALEMBIC (ENTERON)
ASFXM,FLEXON-MR TAB,DPA200003,20,0,0,20.05,14.32,1/12/2022,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,ARISTO (TASK FORCE)
BIIGV,INSUGEN - R VIAL,BF19000654,-1,0,0,154,123.2,1/12/2022,BIOCON BIOLOGIS INDIA LTD  SECUNDERABAD,BIOCON
BIIGV,INSUGEN - R VIAL,BF19006540,1,0,0,154,123.2,1/12/2022,BIOCON BIOLOGIS INDIA LTD  SECUNDERABAD,BIOCON
BTISG,INSUGEN-30/70 INJ,V19ITF1050,1,0,0,154,123.2,1/12/2022,BIOCON BIOLOGIS INDIA LTD  SECUNDERABAD,BIOCON
CIAAT,AMLOPRES-AT TABS,SA00470,60,0,0,122.81,87.72,1/12/2022,CIPLA LIMITED  HYDERABAD,CIPLA(VITALIS 2)
CSMN4,MONTAIR-4 TAB,SN00333,10,0,0,166.37,118.84,1/12/2022,CIPLA LIMITED  HYDERABAD,CIPLA(NURTURE 1)
PTOF2,OFLOX 200MG TAB,SB00067,50,4,1,73.2,52.29,1/12/2022,CIPLA LIMITED  HYDERABAD,CIPLA (CRESTA)
DRAT2,ATARAX SYRUP,LI0320003,3,0,0,83,59.29,1/12/2022,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR REDDYYS (GRANDERA)
DXRCM,RECLIMET TAB,E000081,30,0,0,163.35,116.68,1/12/2022,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(XENURA)
ERGSM1,GLIMISAVE M1 TAB,GGLI20002,8,0,0,106.79,76.28,1/12/2022,ERIS LIFE SCIENCES LTD     HYDERABAD,ERIS LIFESCIENCES PVT LTD
ERIF2,GLIMISAVE M2 FORTE TAB,GGLE20002,20,0,0,132.86,94.9,1/12/2022,ERIS LIFE SCIENCES LTD     HYDERABAD,ERIS LIFESCIENCES PVT LTD
ERGSM2,GLIMISAVE M2 TAB,GGVL20001,3,0,0,151.52,108.23,1/12/2022,ERIS LIFE SCIENCES LTD     HYDERABAD,ERIS LIFESCIENCES PVT LTD
ERGLS,GLIMISAVE M3 TAB,GGIM20001,17,0,0,148.82,106.3,1/12/2022,ERIS LIFE SCIENCES LTD     HYDERABAD,ERIS LIFESCIENCES PVT LTD
FBGP2,GLYCIPHAGE TABS,20010,200,0,0,32.82,23.44,1/12/2022,FRANCO-INDIAN PHARMACEUTICALS HYDERABAD,FRANCO-INDIAN (DIABETIX)
FISBS,SORBILINE SYR,E20005,50,9,1,84.39,60.28,1/12/2022,FRANCO-INDIAN PHARMACEUTICALS HYDERABAD,FRANCO INDIAN
AEFTT,FERTYL TAB,AFTL1801,4,0,0,73.25,52.33,1/12/2022,GAYATHRI MEDICAL HALL         HYDERABAD,ANCIENT PHARMA
GECP6,CALPOL 650MG TABS,EB378,228,7,1,30.24,21.6,1/12/2022,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,GLAXOSMITHKLINE(FORTIOR)
GECPT,CALPOL TAB,EX205,432,14,1,14.69,10.49,1/12/2022,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,GLAXOSMITHKLINE(FORTIOR)
GECPT,CALPOL TAB,EX207,1800,14,1,14.69,10.49,1/12/2022,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,GLAXOSMITHKLINE(FORTIOR)
CBOVA,OTRIVIN (A) DROPS **,20AX06,-3,0,0,80,57.86,1/12/2022,HARI MARUTI AGENCIES  VIJAYAWADA,WANDER LIMITED
INCTS,CITAL SYR,CNB17ABA1,400,7,1,82,58.57,1/12/2022,INDOCO REMEDIES LTD(INDOC)    HYDERABAD,INDOCO
INTAOL,OLGARD,FI2001,36,5,1,1745,1246.43,1/12/2022,INTAS PHARMCEUTICALS LTD HYDERABAD,INTAS PHARMA (BOVICURRA)
UQMIV,METROGYL I.V.,IIW0008,404,0,0,22.4,17.24,1/12/2022,J.B.CHEMICALS AND PHARMA      SECUNDERABAD,J.B. CHE&PHARMA LIMITED  (DIVA)
ZYCSU,SUGER FREE GOLD **,AWSW0090,69,0,0,180,142.41,1/12/2022,JAI GANESH ENTERPRISES WARANGAL,ZYDUS PHARMACEUTICALS LTD(CADILA)
FTSCF,SUCRAFIL SYRUP ***,G2804,-2,9,1,149,106.43,1/12/2022,LAKSHMI BALAJI AGENCIES       HYDERABAD,FOURRTS
SGAT4,ACITROM-4MG TAB** 30 S,ACD0001,20,0,0,467.2,333.71,1/12/2022,LAKSHMI BALAJI CORPORATION VIJAYAWADA,ABBOT
LGPGI,PGI TABS ***,CPT462,100,10,10,53.69,38.66,1/12/2022,LAKSHMI BALAJI CORPORATION VIJAYAWADA,LEGEND DRUGS & FORMS
ROSRD,SARIDON TAB **,MH2206,12,0,0,637.4,455.4,1/12/2022,LAKSHMI BALAJI CORPORATION VIJAYAWADA,ROCHE INDIA LTD
CENSI,SINAREST DROPS ***,L3524,20,0,0,78.48,56.06,1/12/2022,LAKSHMI BALAJI CORPORATION VIJAYAWADA,CENTAUR
FTSCF,SUCRAFIL SYRUP ***,G2804,-1,9,1,149,106.43,1/12/2022,LAKSHMI BALAJI CORPORATION VIJAYAWADA,FOURRTS
MDMG1,MEGALIS 10MG TAB,ATA001A,15,1,2,156,111.43,1/12/2022,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS (PHARMA) DIVISION
MDML2,MEGALIS 20MG TAB,ATB2003A,45,1,2,324,231.43,1/12/2022,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS (PHARMA) DIVISION
MACOH,OLMESAR H,KOM2001A,-1,0,0,183,130.71,1/12/2022,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS (PROCARE) CV
MENMD,NASIVION MINI DROPS,M55PT20003,108,11,1,62.55,44.68,1/12/2022,MERCK LIMITED                 HYDERABAD,MERCK
CBTT2,TEGRITAL 200MG TAB,105CPAO0,165,0,0,15.2,11.7,1/12/2022,NOVARTIS INDIA LIMITED        HYDERABAD,NOVARTIS (PRASAAR)
CBTC3,TEGRITAL-CR 300 TABS,101MBAR0,37,0,0,38.42,27.44,1/12/2022,NOVARTIS INDIA LIMITED        HYDERABAD,NOVARTIS (PRASAAR)
CBTC4,TEGRITAL-CR 400 TABS,102MBAP0,30,0,0,33.42,25.72,1/12/2022,NOVARTIS INDIA LIMITED        HYDERABAD,NOVARTIS (PRASAAR)
CBTC4,TEGRITAL-CR 400 TABS,102MBAP0,40,0,0,33.42,25.72,1/12/2022,NOVARTIS INDIA LIMITED        HYDERABAD,NOVARTIS (PRASAAR)
JWMGS,MUCAINE-GEL(M) SYR,2020173E,29,0,0,166.36,118.83,1/12/2022,PFIZER LIMITED HYDERABAD,JOHN WYETH LTD
LEPTT,PACITANE TAB,DG2998,40,0,0,39.21,30.18,1/12/2022,PFIZER LIMITED HYDERABAD,JOHN WYETH LTD
SNOT2,OXETOL 300MG TABS **,EMX0194,-1,0,0,94,67.14,1/12/2022,PRUDHVI AGENCIES VIJAYAWADA,SUN PHARMACEUTICAL I LTD
USVCIN2,CINOD T 10/40MG TAB**,S200216A,49,0,0,181,129.29,1/12/2022,PRUDHVI PHARMACEUTICALS VIJAYAWADA,USV PHARMA
USVCIN2,CINOD T 10/40MG TAB**,S200116A,-49,0,0,181,129.29,1/12/2022,PRUDHVI PHARMACEUTICALS VIJAYAWADA,USV PHARMA
HOAV5,AVIL 50MG TAB,0NA0003,160,0,0,10.01,7.15,1/12/2022,SANOFI INDIA LIMITED          HYDERABAD,AVENTIES(BASE)
HOAA1,AVIL AMP,2420003,22,0,0,50.2,37.65,1/12/2022,SANOFI INDIA LIMITED          HYDERABAD,AVENTIES(BASE)
BUSGA,BUSCOGAST AMP,320003,-10,0,0,11.43,8.58,1/12/2022,SANOFI INDIA LIMITED          HYDERABAD,AVENTIES(BASE)
HOCD2,CARDACE 2.5MG,0NG003,30,0,0,81.81,58.43,1/12/2022,SANOFI INDIA LIMITED          HYDERABAD,AVENTIS PHARMA
HOCD5,CARDACE 5MG,0NG001,30,0,0,128.86,92.04,1/12/2022,SANOFI INDIA LIMITED          HYDERABAD,AVENTIS PHARMA
HOFS1,FRISIUM 10MG TAB,0NA0012,30,0,0,148.51,106.08,1/12/2022,SANOFI INDIA LIMITED          HYDERABAD,AVENTIS PHARMA
HOVCA,VALPARIN ALKALETS TAB,0NG003,3,0,0,33.94,24.24,1/12/2022,SANOFI INDIA LIMITED          HYDERABAD,AVENTIS PHARMA
FTEFT,EOFIL TAB ***,G2785,-10,5,1,20.8,15.85,1/12/2022,SRI BALAJI PHARMACEUTICALS VIJAYAWADA,FOURRTS
PPRIN,MOOV CREAM **,JJ498,-1,0,0,40,29.37,1/12/2022,SRI SHASTHA ENTERPRISES KHAMMAM,PARAS PHARMACETICALS
PAMO5,MOOV CREAM**,JJ841,324,0,0,10,7.94,1/12/2022,SRI SHASTHA ENTERPRISES KHAMMAM,PARAS PHARMACETICALS
RACR5,CIFRAN 500MG TABS,AB14593,480,0,0,39.97,28.55,1/12/2022,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,RANBAXY(MAXXIM)
RACR5,CIFRAN 500MG TABS,AB16327,105,0,0,39.97,28.55,1/12/2022,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,RANBAXY(MAXXIM)
RACR5,CIFRAN 500MG TABS,AB16328,-105,0,0,39.97,28.55,1/12/2022,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,RANBAXY(MAXXIM)
UCUF8,UNICARBAZAN FORTE TABS,2FU5F034,113,0,0,30.5,21.79,1/12/2022,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT (UVA)
MRTM2,TRYPTOMER 25MG TABS,JV10017,36,0,0,74.26,53.04,1/12/2022,TRINETRA PHARMA    HYDERABAD,WOCKHARDT
ULPLC,PILANTS CAP,PL429,-1,10,1,118.8,90,1/12/2022,VASU PHARMA DISTRIBUTORS      HYDERABAD,UNI-LABS (INDIA) PVT LTD.
DECDEYS,DEY`S MOM SYRUP**,2880,40,0,0,37,26.43,1/12/2022,VIJAYA DURGA AGENCIES   VIJAYAWADA,GENARAL COMPANY
WLWCT,WALACORT TAB,WTL001A,1,9,1,11.7,8.36,1/12/2022,WALLACE PHARMACEUTICALS PVT.LTHYDERABAD,WALLACE-2
WLWCT,WALACORT TAB,WTL004A,200,9,1,11.7,8.36,1/12/2022,WALLACE PHARMACEUTICALS PVT.LTHYDERABAD,WALLACE-2
GMDR1,DERIPHYLIN R 150MG TABS,I000033,120,0,0,25.3,18.07,1/12/2022,ZYDUS HEALTHCARE LIMITED      HYDERABAD,GERMAN REMADIES LTD
CYDXT,DEXONA TAB,BEW1026,930,0,0,6.38,4.56,1/12/2022,ZYDUS HEALTHCARE LIMITED      HYDERABAD,ZYDUS GEO
GMJNA,JONAC AMP,CJW1009,242,5,1,47.7,34.1,1/12/2022,ZYDUS HEALTHCARE LIMITED      HYDERABAD,GERMAN REMADIES LTD
GMTBP,THROMBOPHOB ONT,I000203,12,5,1,99.6,71.14,1/12/2022,ZYDUS HEALTHCARE LIMITED      HYDERABAD,ZYDUS FORTIZA
GMTBP,THROMBOPHOB ONT,I000479,153,5,1,99.6,71.14,1/12/2022,ZYDUS HEALTHCARE LIMITED      HYDERABAD,ZYDUS FORTIZA
CIAEO,ACIVIR EYE ONT,G9042,21,0,0,57.04,40.74,30/11/2022,CIPLA LIMITED  HYDERABAD,CIPLA
ARISOFL7,ASTHALIN-ROTACAPS,SA94681,420,0,0,43.24,30.89,30/11/2022,CIPLA LIMITED  HYDERABAD,CIPLA(RESP 3 LEGACY)
CICR1,CIPLAR 10MG TAB,SB91507,43,0,0,18.93,13.52,30/11/2022,CIPLA LIMITED  HYDERABAD,CIPLA(VITALIS 2)
CIPD10,DYTOR 40MG TABS,SN91983,9,0,0,179.68,128.34,30/11/2022,CIPLA LIMITED  HYDERABAD,CIPLA(VITALIS 3)
DRAT2,ATARAX SYRUP,LI0319111,47,0,0,83,59.29,30/11/2022,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR REDDYYS (GRANDERA)
DXAC4,ATOCOR-40MG TABS,E901723,10,0,0,295.59,211.14,30/11/2022,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(XENURA)
DRNS2,NISE TAB,E901660,60,0,0,81.4,58.14,30/11/2022,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(AQURA+SG)
DXS51,STAMLO 5MG TAB,E901681,1,0,0,85.49,61.06,30/11/2022,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S (ZENURA)
MACBUD1,BUDETROL 200 INHALER,NFC931A,10,0,0,310.19,221.57,30/11/2022,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS (GENCARE)
MDDC6,DEFCORT 6MG TABS,GDB966A,4,0,0,112.75,80.54,30/11/2022,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS(TB CARE)
MDRGT,REBAGEN TAB,KRD914A,20,0,0,104.5,74.64,30/11/2022,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS (PHARMA) DIVISION
MDTNM,TRENAXA-MF,KTB911A,20,0,0,218.9,156.36,30/11/2022,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS (PHARMA) DIVISION
JWMGO,MUCAINE-GEL(O) SYR,920-20458E,-1,0,0,151.24,108.03,30/11/2022,PFIZER LIMITED HYDERABAD,JOHN WYETH LTD
TORNB,NORMABRAIN CAP,C375F002,20,0,0,88.1,62.93,30/11/2022,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT (VISTA)
GMPLN,PRIMOLUT-N TAB,S903114,105,19,1,56,40,30/11/2022,ZYDUS HEALTHCARE LIMITED      HYDERABAD,GERMAN REMADIES LTD
122338R,EPTOIN 100MG TAB,EPB9073,51,0,0,204.18,145.84,1/11/2022,ABBOTT HEALTH CARE PVT LTD HYDERABAD,ABBOTT (NEUROLIFE)
KNBF2,BRUFEN 200MG TAB,120779D7,40,0,0,6.19,4.42,1/11/2022,ABBOTT INDIA LIMITED HYDERABAD,ABBOTT-1
KNDMT,DIGENE MINT TAB,120022D7,534,9,1,18.15,12.96,1/11/2022,ABBOTT INDIA LIMITED HYDERABAD,ABBOTT (CONSUMER CARE)
KNDOT,DIGENE ORANGE TAB,D0A9013,84,9,1,18.15,12.96,1/11/2022,ABBOTT INDIA LIMITED HYDERABAD,ABBOTT (CONSUMER CARE)
ACMGT,MAGADOL TAB,1908001541,96,9,1,54.9,39.22,1/11/2022,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,ALEMBIC CHEMICALS (MEGACARE)
ALEMBTAC,TACKEL 90 MG TABS,DT1912055C,20,0,0,336,240,1/11/2022,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,ALEMBIC LTD(PHARMA)
DBULC,ULGEL LIQ((ELAICHI),1908001635,17,11,1,110,78.57,1/11/2022,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,ALEMBIC (ENTERON)
DBUAS,ULGEL-A SYR,1908001636,31,0,0,140.65,100.46,1/11/2022,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,ALEMBIC (ENTERON)
ACWKS,WIKORYL SYR,1908001504,144,9,1,63.65,45.46,1/11/2022,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,ALEMBIC LTD(MAXIS DIVISION)
ASGN1,GABANEURON 100 TABS,A190660,27,0,0,85,60.71,1/11/2022,ARISTO PHARMACEUTICALS PVT LTD HYDERABAD,ARISTO (TASK FORCE)
ARFLS100,FLEXON SYR,D703M099,90,0,0,39.35,28.1,1/11/2022,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,ARISTO (MAIN FORCE-2)
ARIG1,GLIMIPREX 1MG TABS,S214M019,60,0,0,35.22,25.16,1/11/2022,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,ARISTO (OTSIRA)
ARISOFL,OFLER 200 MG TABS,S187M039,70,0,0,68.9,49.22,1/11/2022,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,ARISTO PHARMA
BCMFF,MEFTAL FORTE TAB,ZGT19164,4,9,1,38,27.14,1/11/2022,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUE-CROSS LABS
BCMFS,MEFTAL SPAS TAB,YMS19282,21,19,1,42,30,1/11/2022,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUE-CROSS LABS
CIPAL,ALERID SYR,J490293,99,9,1,38.92,27.8,1/11/2022,CIPLA LIMITED  HYDERABAD,CIPLA (SPEETRACARE+1)
CSAR2,ASTHALIN RESPULES,L890784,220,0,0,26.6,19,1/11/2022,CIPLA LIMITED  HYDERABAD,CIPLA(RESP 3 NEBULIZATION)
PTAZ2,AZEE 250MG TAB,SN92047,5,9,1,115.69,82.64,1/11/2022,CIPLA LIMITED  HYDERABAD,CIPLA (INSPIRA)
PTAZ2,AZEE 250MG TAB,SN00053,150,0,0,115.69,82.63,1/11/2022,CIPLA LIMITED  HYDERABAD,CIPLA (INSPIRA)
CSBC2,BECLATE 200MG R CAP,BA00113,12,0,0,106.48,76.06,1/11/2022,CIPLA LIMITED  HYDERABAD,CIPLA(RESPI)
CIPCI,CIPLOX E/E DROPS,L890806,1,0,0,16.65,11.89,1/11/2022,CIPLA LIMITED  HYDERABAD,CIPLA (SPEETRACARE+1)
CIDT5,DYTOR  5MG TABS,SN91936,42,0,0,49,35,1/11/2022,CIPLA LIMITED  HYDERABAD,CIPLA(VITALIS 3)
CIF4I,FORACORT 400 INH,SN92032,10,0,0,400.51,286.08,1/11/2022,CIPLA LIMITED  HYDERABAD,CIPLA(RESP 2)
PTLF2,LEVOFLOX 250 TAB,SB91565,6,9,1,48.3,34.5,1/11/2022,CIPLA LIMITED  HYDERABAD,CIPLA (INSPIRA)
PTLF5,LEVOFLOX 500 TAB,SB91534,26,9,1,88.36,63.11,1/11/2022,CIPLA LIMITED  HYDERABAD,CIPLA (INSPIRA)
PTOF2,OFLOX 200MG TAB,SB91421,40,4,1,73.2,52.29,1/11/2022,CIPLA LIMITED  HYDERABAD,CIPLA (CRESTA)
DXAC4,ATOCOR-40MG TABS,E901721,19,0,0,295.59,211.14,1/11/2022,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(XENURA)
842200,STAMLO 10 TABS,E901662,6,0,0,166.3,118.78,1/11/2022,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S (ZENURA)
ERGMV1,GLIMISAVE MV 1 TAB,GGMA19013,10,0,0,176.25,125.89,1/11/2022,ERIS LIFE SCIENCES LTD     HYDERABAD,ERIS LIFESCIENCES PVT LTD
FBGMD,GLIMET-DS TAB,M19036,10,0,0,14.9,10.64,1/11/2022,FRANCO-INDIAN PHARMACEUTICALS HYDERABAD,FRANCO-INDIAN (DIABETIX)
FBG2T,GLYCIPHAGE 250MG TAB,19018,28,0,0,10.5,7.5,1/11/2022,FRANCO-INDIAN PHARMACEUTICALS HYDERABAD,FRANCO-INDIAN (DIABETIX)
FBGP8,GLYCIPHAGE 850 TAB,10038,21,0,0,25.3,18.07,1/11/2022,FRANCO-INDIAN PHARMACEUTICALS HYDERABAD,FRANCO-INDIAN (DIABETIX)
GUBC5,BANOCIDE 50MG TAB,N1200,60,0,0,11.55,8.8,1/11/2022,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,GLAXOSMITHKLINE(INGENIUM)
GUZS1,ZENTEL SYR,KB369,40,0,0,17.47,12.48,1/11/2022,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,GLAXOSMITHKLINE(FORTIOR)
PDCD1,CALADRYL LOT**,CAZ9201,29,0,0,76.16,58.64,1/11/2022,HARI MARUTI AGENCIES  VIJAYAWADA,PARKE-DAVIS INDIA LT
LYKLE,LEVOCET TABS**,GT191079,-10,0,0,43,30.71,1/11/2022,HARI MARUTI AGENCIES  VIJAYAWADA,GENARAL COMPANY
LYKLE,LEVOCET TABS**,GT191079A,10,0,0,43,30.71,1/11/2022,HARI MARUTI AGENCIES  VIJAYAWADA,GENARAL COMPANY
CBOVA,OTRIVIN (A) DROPS **,91287V,142,0,0,80,57.86,1/11/2022,HARI MARUTI AGENCIES  VIJAYAWADA,WANDER LIMITED
INCTS,CITAL SYR,CNB24L9A1,123,7,1,82,58.57,1/11/2022,INDOCO REMEDIES LTD(INDOC)    HYDERABAD,INDOCO
ISFPS,FEBREX PLUS SYR,FCM17L9A1,84,9,1,68.35,48.82,1/11/2022,INDOCO REMEDIES LTD(INDOC)    HYDERABAD,INDOCO (SPADE)
ISFPS,FEBREX PLUS SYR,FCM9L9A1,160,9,1,68.35,48.82,1/11/2022,INDOCO REMEDIES LTD(INDOC)    HYDERABAD,INDOCO (SPADE)
ISFBP,FEBREX PLUS TAB,FAH1L97,188,9,1,46.3,33.07,1/11/2022,INDOCO REMEDIES LTD(INDOC)    HYDERABAD,INDOCO (SPADE)
INKVP,KARVOL PLUS INHCAP,KAA8L9A7,64,9,1,69.3,49.5,1/11/2022,INDOCO REMEDIES LTD(INDOC)    HYDERABAD,INDOCO
INSBO,SCABEX-S ONT,SBIILA4,93,9,1,35.85,25.61,1/11/2022,INDOCO REMEDIES LTD(INDOC)    HYDERABAD,INDOCO
IVC5L,CAL SHAKTI,SY2644,8,5,1,650,520,1/11/2022,INTAS PHARMCEUTICALS LTD HYDERABAD,INTAS PHARMA (BOVICURRA)
UQBNC,BETA-NICARDIA CAP,ABJ9007,30,0,0,105.55,75.4,1/11/2022,J.B.CHEMICALS AND PHARMA      SECUNDERABAD,J.B. CHE&PHARMA LIMITED  (VIVA)
UQNR2,NICARDIA-RTD 20MG T,AKG9043,44,0,0,48.21,34.44,1/11/2022,J.B.CHEMICALS AND PHARMA      SECUNDERABAD,J.B. CHE&PHARMA LIMITED  (VIVA)
CASFG,SUGAR FREE GOLD TABS **,AWSV2016,109,0,0,110,89.2,1/11/2022,JAI GANESH ENTERPRISES WARANGAL,ZYDUS PHARMACEUTICALS LTD(CADILA)
CYAT5,ATEN 50MG TAB,I904729,260,0,0,27.39,19.57,1/11/2022,LAKSHMI BALAJI AGENCIES       HYDERABAD,ZYDUS CADILA
SDNNA,NAPROSYN 500MG TABS**,02N19075,106,0,0,57.05,40.75,1/11/2022,LAKSHMI BALAJI AGENCIES       HYDERABAD,SANDOZ INDIA LTD
ALEP5,P-500 MG TAB**,PFTTC19222,11,0,0,14.95,10.68,1/11/2022,LAKSHMI BALAJI AGENCIES       HYDERABAD,APEX
ALEP5,P-500 MG TAB**,PFTTC19223,-11,10,1,14.95,10.68,1/11/2022,LAKSHMI BALAJI AGENCIES       HYDERABAD,APEX
CYAT2,ATEN 25MG TAB,I904266,300,0,0,27.39,19.57,1/11/2022,LAKSHMI BALAJI CORPORATION VIJAYAWADA,ZYDUS CADILA
JUDAR,DART TABS ***,1912083,391,5,1,28.8,20.57,1/11/2022,LAKSHMI BALAJI CORPORATION VIJAYAWADA,JUGGAT PHARMA
PBGZM,GLIZID-M TAB,8319083,100,0,0,139.6,99.71,1/11/2022,LAKSHMI BALAJI CORPORATION VIJAYAWADA,PANACEA-BIOTEC LTD
GEHEX,HEXIDINE MOUTHWASH ***,L90310,10,0,0,49.1,35.07,1/11/2022,LAKSHMI BALAJI CORPORATION VIJAYAWADA,WIN MEDICARE
GERAT,RA THERMOSEAL ***,O90602,42,0,0,95.5,68.21,1/11/2022,LAKSHMI BALAJI CORPORATION VIJAYAWADA,IPCA
LGTF3,TYFY 300MG TAB ***,CTQ91,255,10,1,16.34,11.68,1/11/2022,LAKSHMI BALAJI CORPORATION VIJAYAWADA,LEGEND DRUGS & FORMS
LGTF6,TYFY 650MG TAB ***,CTH98,260,10,3,18.68,13.35,1/11/2022,LAKSHMI BALAJI CORPORATION VIJAYAWADA,LEGEND DRUGS & FORMS
FTEFT,EOFIL TAB ***,G2396,10,5,1,20.8,15.85,1/11/2022,LAKSHMI VENKATESWARA PHARMA   HYDERABAD,FOURRTS
PDCL5,CALADRYL LOT**,CAZ9209,10,0,0,50.4,38.8,1/11/2022,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA,PARKE-DAVIS INDIA LT
